사업장명,영업상태명,지번주소,도로명주소,위도,경도,행정동명
(주)코리아세븐 신림패션점,영업/정상,서울특별시 관악구 신림동 1431번지 1호,"서울특별시 관악구 신림로 373, 1층 (신림동)",37.4874036278859,126.928532582324,신림동
CU 관악한울점,영업/정상,서울특별시 관악구 봉천동 874번지 4호 1층,"서울특별시 관악구 남부순환로 1801 (봉천동, 라피스빌딩)",37.481822085014,126.950381855439,중앙동
GS25관악KT점,영업/정상,서울특별시 관악구 신림동 1688번지 12호 1층,서울특별시 관악구 조원중앙로 7 (신림동),37.480520228487,126.904260020483,조원동
이마트24 관악부흥점,영업/정상,서울특별시 관악구 신림동 1666번지 2호,서울특별시 관악구 조원로2길 54 (신림동),37.4814551662605,126.901256815373,조원동
세븐일레븐 관악신원점,영업/정상,서울특별시 관악구 신림동 1604번지 23호,"서울특별시 관악구 남부순환로168가길 47, 1층 (신림동)",37.4805971333402,126.926901273155,신원동
세븐일레븐 신림지영점,영업/정상,서울특별시 관악구 신림동 462번지 5호 트윈타워,"서울특별시 관악구 관천로 91, 1층 (신림동)",37.4866000850009,126.922629655521,신사동
GS25 봉천해오름,영업/정상,서울특별시 관악구 봉천동 1722번지 제창그로힐아파트,"서울특별시 관악구 남부순환로 1979, B동 지하1층 B01호 (봉천동, 제창그로힐아파트)",37.4758373235177,126.968538198593,행운동
세븐일레븐 서울대한울점,영업/정상,서울특별시 관악구 봉천동 867번지 10호 한울오피스텔,"서울특별시 관악구 관악로15길 23-16, 한울오피스텔 1층 (봉천동)",37.4795946588603,126.950712442589,청룡동
(주)코리아세븐 관악타워점,영업/정상,서울특별시 관악구 봉천동 875번지 1호 관악캠퍼스타워,"서울특별시 관악구 남부순환로 1802, 101, 102호 (봉천동, 관악캠퍼스타워)",37.4811700742595,126.950284940868,청룡동
(주)코리아세븐 우림난우점,영업/정상,서울특별시 관악구 신림동 637번지 4호,"서울특별시 관악구 난곡로24길 1, 1층 (신림동)",37.4700072571314,126.920291819788,난곡동
GS25 봉천우성점,영업/정상,서울특별시 관악구 봉천동 21번지 15호,서울특별시 관악구 관악로28길 20 (봉천동),37.4850822544244,126.957190071396,행운동
GS25 서울대제일점,영업/정상,서울특별시 관악구 봉천동 1594번지 1호,"서울특별시 관악구 관악로 104, 지층 (봉천동)",37.4744395745586,126.953254390186,낙성대동
GS25 인헌중앙점,영업/정상,서울특별시 관악구 봉천동 180번지 112호,"서울특별시 관악구 인헌길 100, 1층 (봉천동)",37.4711340668726,126.967271340392,인헌동
세븐일레븐 관악조원점,영업/정상,서울특별시 관악구 신림동 532번지 26호,"서울특별시 관악구 조원로 92, 1층 (신림동)",37.4844355789635,126.912534517229,조원동
지에스25 신림가온,영업/정상,서울특별시 관악구 봉천동 711-4 대성빌딩,"서울특별시 관악구 당곡길 36, 대성빌딩 1층 (봉천동)",37.4909210289001,126.928910070872,보라매동
지에스25 신림주공점,영업/정상,서울특별시 관악구 신림동 1704번지 2호 신림1단지주공아파트,"서울특별시 관악구 광신길 210, A상가동 103, 105, 106호 (신림동)",37.4665391101071,126.929094584343,삼성동
지에스25 (GS25) 관악탑,영업/정상,서울특별시 관악구 남현동 1078번지 2호,"서울특별시 관악구 남현길 79, 1층 (남현동)",37.4732611559997,126.975808575744,남현동
GS25 유신림마음,영업/정상,서울특별시 관악구 신림동 1640번지 47호,"서울특별시 관악구 신림로59길 6, 1층 (신림동)",37.4830724228773,126.929484750279,서원동
세븐일레븐 관악봉천점,영업/정상,서울특별시 관악구 봉천동 1526번지 3호,"서울특별시 관악구 남부순환로206길 34, 지하1층 (봉천동)",37.4808586611936,126.941751547595,청룡동
세븐일레븐 봉천태영점,영업/정상,서울특별시 관악구 봉천동 971번지 1호,서울특별시 관악구 보라매로 4 (봉천동),37.4899597205932,126.92797868299,보라매동
세븐일레븐 관악 남현점,영업/정상,서울특별시 관악구 남현동 1056번지 6호,"서울특별시 관악구 남부순환로262길 11, 1층 (남현동)",37.4756927449197,126.975100984753,남현동
세븐일레븐 서울대샤로수점,영업/정상,서울특별시 관악구 봉천동 1604번지 13호,"서울특별시 관악구 관악로14길 34, 1층 (봉천동)",37.4788487371119,126.954360400952,낙성대동
지에스25 관악녹두,영업/정상,서울특별시 관악구 신림동 1514번지 7호 대관,"서울특별시 관악구 호암로26길 9, 1층 (신림동)",37.4708687544003,126.934267422572,대학동
씨유 신림우리점,영업/정상,서울특별시 관악구 신림동 1417번지 5호,"서울특별시 관악구 신림로68길 35, 1층 (신림동)",37.4866732270232,126.931345542906,신림동
씨유관악구청점,영업/정상,서울특별시 관악구 봉천동 1572번지 15호,"서울특별시 관악구 쑥고개로 124, 1층 (봉천동)",37.4787654493778,126.950256912837,청룡동
지에스(GS)25중앙한가온,영업/정상,서울특별시 관악구 봉천동 50번지 176호,서울특별시 관악구 중앙길 78 (봉천동),37.485423848405,126.950768991519,중앙동
(주)코리아세븐 신림대학스타점,영업/정상,서울특별시 관악구 신림동 1531번지 1호,서울특별시 관악구 호암로24길 6 (신림동),37.469902376597,126.933544333443,대학동
씨유 관악푸른점,영업/정상,서울특별시 관악구 봉천동 196번지 239호,"서울특별시 관악구 낙성대역길 61, 1층 (봉천동)",37.4752479196308,126.962489807967,인헌동
(주)코리아세븐 관악점,영업/정상,서울특별시 관악구 봉천동 851번지 30호,"서울특별시 관악구 관악로 192, 1층 (봉천동)",37.4821877723896,126.953630019765,행운동
지에스25(GS25) 관악은혜점,영업/정상,서울특별시 관악구 신림동 94번지 95호,"서울특별시 관악구 신림로36길 22, 1층 (신림동)",37.4758726085032,126.938631869596,서림동
GS25 보라매본점,영업/정상,서울특별시 관악구 봉천동 670번지 87호,"서울특별시 관악구 봉천로13나길 5, 지하1층, 1층 (봉천동)",37.489240499303,126.930626986618,보라매동
씨유 관악동아타운점,영업/정상,서울특별시 관악구 봉천동 7번지 312호 동아타운21아파트,"서울특별시 관악구 관악로37길 15, 1층 (봉천동, 동아타운21아파트)",37.4889674727778,126.957139232908,성현동
지에스25(GS25) 관악성진점,영업/정상,서울특별시 관악구 신림동 1664번지 14호,"서울특별시 관악구 조원중앙로1길 54, 1층 (신림동)",37.4802303785985,126.901633107168,조원동
세븐일레븐 관악정옥점,영업/정상,서울특별시 관악구 봉천동 877번지 1호,서울특별시 관악구 관악로15길 39 (봉천동),37.4803185783904,126.950184316356,청룡동
GS25 봉천래인점,영업/정상,서울특별시 관악구 봉천동 41번지 202호,"서울특별시 관악구 은천로35나길 2, 지하1층 (봉천동)",37.4869411568683,126.953922985901,성현동
씨유 관악첼시점,영업/정상,서울특별시 관악구 봉천동 713번지 146호,"서울특별시 관악구 당곡6나길 33, C동 지1층 101호 (봉천동)",37.4925873634371,126.931523203927,보라매동
씨유 낙성대역점,영업/정상,서울특별시 관악구 봉천동 1632번지 10호,"서울특별시 관악구 봉천로 604-1, 1층 (봉천동)",37.4758441087801,126.964203396611,인헌동
씨유 관악스마일점,영업/정상,서울특별시 관악구 신림동 610번지 319호,"서울특별시 관악구 법원단지길 149, 지하층 01호 (신림동)",37.476125880801,126.924757496638,난곡동
씨유 뉴낙성인헌점,영업/정상,서울특별시 관악구 봉천동 1637-28 1층 일부,"서울특별시 관악구 인헌길 18, 1층 일부 (봉천동)",37.474768322866,126.966737961022,인헌동
씨유 신림리더스점,영업/정상,서울특별시 관악구 신림동 412번지 366호,"서울특별시 관악구 문성로38길 67, 1층 (신림동)",37.4755308568154,126.930193441703,서원동
지에스25 조원중앙,영업/정상,서울특별시 관악구 신림동 563번지 14호,"서울특별시 관악구 조원중앙로2길 51, 1층 (신림동)",37.481343499455,126.907680775096,조원동
씨유 관악서림점,영업/정상,서울특별시 관악구 신림동 103번지 91호,"서울특별시 관악구 서림3길 32, 1층 (신림동)",37.4728176344284,126.940016386988,서림동
GS25 봉천인헌점,영업/정상,서울특별시 관악구 봉천동 1646번지 28호,"서울특별시 관악구 인헌9길 28, 1층 (봉천동)",37.4726740623586,126.968219597466,인헌동
씨유 난곡정복점,영업/정상,서울특별시 관악구 신림동 756번지 16호,"서울특별시 관악구 난곡로 235, 1층 (신림동)",37.4752959742973,126.916463224891,미성동
씨유 서울대학교신양점,영업/정상,서울특별시 관악구 신림동 산 56번지 1호 서울대학교,"서울특별시 관악구 관악로 1, 서울대학교 16-1동 1층 (신림동)",37.4662872666604,126.94815644252,대학동
세븐일레븐 신림한양점,영업/정상,서울특별시 관악구 신림동 457번지 1호,"서울특별시 관악구 관천로 137, 101호 (신림동)",37.4890756145583,126.91967555465,신사동
이마트24 R관악청룡점,영업/정상,서울특별시 관악구 봉천동 1577번지 29호,"서울특별시 관악구 청룡중앙길 12, 1층 (봉천동)",37.4785674033303,126.947134627511,청룡동
GS25 낙성대점,영업/정상,서울특별시 관악구 봉천동 1626-35,"서울특별시 관악구 관악로12길 105, 1층 (봉천동)",37.4773155348283,126.958132862202,낙성대동
지에스25 뉴관악햇살점,영업/정상,서울특별시 관악구 신림동 608-18,"서울특별시 관악구 법원단지5길 5, 2층 (신림동)",37.4745946793449,126.919390451401,미성동
지에스25 낙성대역점,영업/정상,서울특별시 관악구 봉천동 1687-23 우송빌딩,"서울특별시 관악구 남부순환로 1937, 우송빌딩 1층 (봉천동)",37.4769217690137,126.964677712885,행운동
지에스25(GS25) 서울대역점,영업/정상,서울특별시 관악구 봉천동 1597-1 우남네오폴리스,서울특별시 관악구 관악로 144 (봉천동),37.4779373944062,126.952601346066,낙성대동
지에스25 관악스마일점,영업/정상,서울특별시 관악구 신림동 1678-20,"서울특별시 관악구 난곡로34나길 17, 1층 (신림동)",37.4727778556678,126.921491036163,난곡동
세븐일레븐 관악평화점,영업/정상,서울특별시 관악구 신림동 469-2,서울특별시 관악구 조원로 160-1 (신림동),37.4858478526273,126.920086621623,신사동
(주)코리아세븐 사당역점,영업/정상,서울특별시 관악구 남현동 1061-2,"서울특별시 관악구 남현1길 66, 1층 (남현동)",37.4757184581365,126.981123762876,남현동
지에스25 신대방노블점,영업/정상,서울특별시 관악구 신림동 529-13,"서울특별시 관악구 난곡로 332, 1층 (신림동)",37.4836205558833,126.914419693814,신사동
CU 남부순환로점,영업/정상,서울특별시 관악구 신림동 10-621 관동캐슬오피스텔,"서울특별시 관악구 남부순환로 1680, 관동캐슬오피스텔 101호 (신림동)",37.4840824266542,126.937097299683,서원동
CU 관악모임점,영업/정상,서울특별시 관악구 봉천동 1536-12,"서울특별시 관악구 쑥고개로 27, 1동 1층 (봉천동)",37.4784644162082,126.939787455342,청룡동
(주)코리아세븐 관악힐스점,영업/정상,서울특별시 관악구 봉천동 635-291,서울특별시 관악구 국회단지길 74 (봉천동),37.4887299997167,126.941832049884,은천동
